request,createdAt,quantity,value,status,material_id,group_id,classification_id
4556184546,2025-08-20T12:23:01,274,1723.07,REJECTED,31ac60a6-1bc1-442c-ae10-4a420f770538,2,1000
4572407622,2025-06-07T12:25:43,396,6238.03,QUOTATION,daffc87a-fdb5-424e-9155-782c6cd1b731,1,1000
4553692543,2025-09-05T11:16:05,694,741.74,APPROVED,2c6e3cb9-21cb-4de6-ae38-f117a3cbdfe2,1,3000
4501780123,2025-10-02T12:25:33,172,8794.76,REJECTED,5c250769-58e7-4a67-92b8-05566aab2cd0,5,4000
4525607023,2025-08-28T00:59:41,188,6939.77,QUOTATION,134244b2-90f7-4d62-8488-d71e29828266,3,1000
4536279943,2025-08-03T07:06:24,485,43.68,QUOTATION,0c328cd6-def4-4097-8b5d-ef9b4362cfd3,3,1000
4545958045,2025-08-03T07:39:12,562,1676.66,REJECTED,fffeaf8f-4b6b-4357-a309-89f4769c36da,4,4000
4536815613,2025-08-28T02:43:20,663,8620.84,WAITING,68681084-7b12-4fd9-9704-7da3802cb451,5,3000
4597898583,2025-10-04T16:50:48,23,2735.12,QUOTATION,a9da22e7-f42f-4428-9083-96395b7a7e9a,1,1000
4504199082,2025-07-14T04:31:35,36,5645.08,APPROVED,12a301b9-4c71-4181-a853-d29be7b6bd18,5,1000
4527789055,2025-06-24T12:10:15,262,7313.8,WAITING,05767575-2944-4457-9aa7-06e1dae2ae25,3,3000
4527524119,2025-10-08T20:42:58,482,253.64,REJECTED,15ddc72a-7103-4a88-a951-49c5aa75affd,2,2000
4506732203,2025-06-23T14:53:08,597,3958.32,WAITING,6cc3c3b9-23fa-4969-8791-af89dedc62c9,4,1000
4520766439,2025-07-24T21:59:15,560,2263.3,APPROVED,fcc9df1e-2761-4b55-8f60-015b21066d78,5,3000
4560112178,2025-06-06T06:50:22,558,8706.89,REJECTED,a1a6e723-19c6-46fd-a584-917efe27f127,1,2000
4597027025,2025-09-01T04:03:46,105,8910.15,REJECTED,cf11fe2a-443a-44e9-96b0-e6b91ddfa87d,1,4000
4539162317,2025-08-11T14:45:26,529,1019.6,APPROVED,cf11fe2a-443a-44e9-96b0-e6b91ddfa87d,2,4000
4568330740,2025-10-11T08:17:50,115,5844.58,QUOTATION,3d3527a9-4ef5-45d5-83c2-4178789f9921,5,1000
4586358215,2025-08-20T19:42:02,24,436.71,APPROVED,0c328cd6-def4-4097-8b5d-ef9b4362cfd3,5,3000
4551226596,2025-09-26T03:14:11,845,2615.04,WAITING,5257f4f1-580e-4eb3-89f9-6cae458e4509,3,3000
4504773802,2025-06-01T18:29:54,837,70.5,APPROVED,b0154cbb-c693-4062-88b9-a8acf4402b56,3,2000
4562732754,2025-06-14T09:10:47,534,5645.87,REJECTED,611eefb3-ef38-4a2e-831a-15aff1dde8f8,4,4000
4567412048,2025-06-27T19:09:35,942,1286.38,WAITING,12a301b9-4c71-4181-a853-d29be7b6bd18,2,3000
4553282070,2025-09-20T17:54:02,879,5046.94,REJECTED,d4dbba0a-2b26-4233-9017-bb25b2e860f3,2,4000
4592647639,2025-06-11T23:13:59,798,8502.8,REJECTED,ce1eeb99-74a8-4547-b95c-345102c07d21,1,1000
4572698358,2025-07-02T01:07:38,735,2164.61,QUOTATION,84aadcf6-499b-4416-9a35-3e546eb39a5c,2,1000
4579893666,2025-06-15T11:45:31,831,1340.43,APPROVED,dbce3e63-1a5c-4595-a1f9-d09c3d978567,5,4000
4594637570,2025-07-27T04:53:50,355,54.86,QUOTATION,0e752cfe-75ff-427d-8214-57710b509b33,2,1000
4556418685,2025-10-17T09:42:42,809,2770.23,APPROVED,f524f9ee-95cb-4e66-a6c1-b58f8296e7f3,1,1000
4562212731,2025-09-03T03:31:56,380,4665.62,QUOTATION,2c6e3cb9-21cb-4de6-ae38-f117a3cbdfe2,5,1000
4522554511,2025-07-20T16:59:05,669,1788.13,WAITING,4a2d279e-2495-496f-80d9-bc5a45e3b6b4,2,2000
4517924667,2025-09-05T14:46:10,831,4612.35,REJECTED,b0154cbb-c693-4062-88b9-a8acf4402b56,5,4000
4553503455,2025-10-18T23:10:48,831,8406.63,QUOTATION,0f7e95f4-4fb9-4987-a1e1-5264880e721e,2,4000
4537715803,2025-08-13T15:26:55,727,3298.59,QUOTATION,3d3527a9-4ef5-45d5-83c2-4178789f9921,1,3000
4540339572,2025-07-22T23:28:50,949,7734.85,APPROVED,3f3292d8-3056-42da-9ec5-d080c252a223,5,3000
4561064827,2025-06-03T23:19:21,608,9456.69,REJECTED,28d388a1-0e70-41d0-a8a1-abb9e3263b7b,1,4000
4557484566,2025-11-26T18:14:29,399,992.21,REJECTED,ba5b8587-5d45-44ac-9e4e-16cb4b3afecc,4,3000
4527869472,2025-08-05T18:03:48,813,3916.26,APPROVED,31ac60a6-1bc1-442c-ae10-4a420f770538,4,1000
4515197736,2025-08-07T08:51:34,463,597.59,QUOTATION,9a109dc4-7be3-4aec-94bb-ede38f79ae14,3,2000
4594689457,2025-06-10T08:31:50,558,3152.65,APPROVED,2c7b9d8a-6b92-4a21-a03e-024e434a203d,4,4000
4552214723,2025-08-04T00:32:36,530,2901.35,APPROVED,791660af-f0db-4fbd-a3a4-86bd38182556,1,4000
4554224125,2025-10-06T19:36:48,317,5850.78,REJECTED,fe53d2be-049c-47fa-871a-c4a8b1a10e40,3,4000
4533281327,2025-11-06T14:42:59,291,7076.63,WAITING,2c6e3cb9-21cb-4de6-ae38-f117a3cbdfe2,3,2000
4535665609,2025-09-02T13:10:24,714,1477.12,REJECTED,0a58bce2-1697-4c89-b568-ae280f33f982,3,2000
4508992456,2025-10-06T02:44:26,736,5642.23,REJECTED,ce1eeb99-74a8-4547-b95c-345102c07d21,3,2000
4526372419,2025-10-20T15:34:46,697,6019.29,QUOTATION,ba3d4978-80db-4a12-9f06-e4c698936184,2,1000
4577201966,2025-09-25T22:50:18,655,1281.04,APPROVED,b577718c-a2a9-4f8a-a41c-7cac0d102aab,2,4000
4511490715,2025-08-06T17:59:53,376,2776.26,WAITING,82ebf1b0-6982-4deb-ac51-c7a6d0a68c5d,2,4000
4589887445,2025-09-09T00:24:20,779,3122.45,QUOTATION,da731710-48f7-4c02-8dd6-917ff4c62e3b,5,1000
4564183523,2025-07-21T02:33:55,530,760.69,REJECTED,3f3292d8-3056-42da-9ec5-d080c252a223,2,4000
4596189695,2025-08-03T15:47:38,719,5057.08,APPROVED,32149af9-a4f0-4e80-a73d-490a9faef06f,1,3000
4536152030,2025-10-01T05:08:06,281,634.47,QUOTATION,e069016d-d217-4fbc-b438-1e8790b731fb,3,2000
4560056386,2025-08-08T08:11:37,465,1731.27,WAITING,fcc9df1e-2761-4b55-8f60-015b21066d78,3,3000
4529933534,2025-07-10T23:49:15,267,9732.33,QUOTATION,b0154cbb-c693-4062-88b9-a8acf4402b56,3,3000
4500693281,2025-11-17T21:02:20,835,7928.48,QUOTATION,3ee51816-f540-45e6-8401-474c5df84e78,5,2000
4527438577,2025-10-20T05:26:13,378,3200.3,REJECTED,3341d7ea-5bed-42e4-82c2-18d0adfbcdf1,2,3000
4561543583,2025-10-05T14:15:36,328,8453.04,QUOTATION,eb8e5632-45d0-47e9-bcc0-ee76bf030643,2,1000
4583293649,2025-06-05T16:25:45,462,9371.37,WAITING,0e752cfe-75ff-427d-8214-57710b509b33,2,1000
4516519366,2025-07-27T05:36:22,150,1228.84,QUOTATION,fcc9df1e-2761-4b55-8f60-015b21066d78,4,4000
4573537356,2025-06-04T14:25:40,594,4910.28,APPROVED,611eefb3-ef38-4a2e-831a-15aff1dde8f8,1,4000
4587521892,2025-11-16T00:28:22,12,7923.62,WAITING,0e752cfe-75ff-427d-8214-57710b509b33,3,4000
4512844959,2025-10-26T10:44:09,475,2222.68,REJECTED,3f3292d8-3056-42da-9ec5-d080c252a223,4,1000
4573346480,2025-10-20T13:44:33,413,5940.31,APPROVED,28d388a1-0e70-41d0-a8a1-abb9e3263b7b,4,1000
4577043181,2025-07-26T14:50:10,427,9975.27,WAITING,9567383e-1921-4683-803b-509faa2bc9d5,2,1000
4587626631,2025-06-20T04:33:04,137,7128.82,QUOTATION,ba5b8587-5d45-44ac-9e4e-16cb4b3afecc,2,1000
4565111231,2025-08-27T23:49:46,359,8176.03,QUOTATION,5257f4f1-580e-4eb3-89f9-6cae458e4509,2,4000
4534453633,2025-11-10T13:32:09,932,126.69,APPROVED,8df0c99e-2745-44ae-94ee-ad79cb114fdb,5,1000
4549358231,2025-07-08T09:28:15,718,8079.61,REJECTED,408c4fe5-9066-4997-8f1c-ad8daae4b1f6,3,1000
4512116139,2025-06-28T06:29:10,462,2281.37,APPROVED,a4926703-442b-4179-808a-04de7d4e1015,2,4000
4533888991,2025-07-13T21:47:25,566,7849.72,REJECTED,de541e55-b7b6-404a-8ce0-a6f1ea925750,4,4000
4591333002,2025-11-12T00:59:25,765,859.86,QUOTATION,05767575-2944-4457-9aa7-06e1dae2ae25,4,1000
4538949234,2025-06-23T07:43:51,209,2359.37,WAITING,d4dbba0a-2b26-4233-9017-bb25b2e860f3,4,3000
4529107627,2025-09-26T15:07:14,131,4741.43,APPROVED,6cc3c3b9-23fa-4969-8791-af89dedc62c9,5,4000
4591319193,2025-11-04T04:59:45,891,375.38,APPROVED,d4dbba0a-2b26-4233-9017-bb25b2e860f3,5,4000
4566188420,2025-06-06T16:51:00,550,1129.65,REJECTED,b020551c-5fe7-45ea-881a-6fa78332362d,3,3000
4588957607,2025-11-05T12:31:11,794,4869.35,REJECTED,3ee51816-f540-45e6-8401-474c5df84e78,5,1000
4523840185,2025-10-14T04:36:11,707,529.41,WAITING,4a5df305-6d85-4b5a-81ca-b2a776017f8f,1,2000
4558298211,2025-10-10T15:39:33,8,592.38,QUOTATION,384bae62-8ba8-4cac-b8ad-3df4e68bcafa,2,1000
4501534898,2025-10-27T00:42:48,631,1193.51,WAITING,2ab670e8-49e3-4a95-9871-d937f77b5927,2,1000
4564257973,2025-10-14T02:55:31,157,7239.96,WAITING,de541e55-b7b6-404a-8ce0-a6f1ea925750,2,3000
4553862193,2025-10-21T15:44:00,737,2473.58,APPROVED,82ebf1b0-6982-4deb-ac51-c7a6d0a68c5d,4,3000
4572651940,2025-06-24T16:06:49,58,5988.65,REJECTED,0a58bce2-1697-4c89-b568-ae280f33f982,1,1000
4556563970,2025-11-05T12:54:15,21,2393.43,REJECTED,ce1eeb99-74a8-4547-b95c-345102c07d21,1,4000
4530209476,2025-10-01T12:42:20,134,9998.91,WAITING,fffeaf8f-4b6b-4357-a309-89f4769c36da,1,4000
4554034239,2025-11-27T09:45:50,843,6069.62,REJECTED,4029508a-afa4-4faf-b175-4bb65b8a4dbb,5,2000
4537948879,2025-07-17T04:09:34,909,3703.06,REJECTED,b577718c-a2a9-4f8a-a41c-7cac0d102aab,4,4000
4546410371,2025-09-10T23:54:31,623,3980.76,QUOTATION,76fa0c16-dc3a-4a9b-b914-de6a0097f3dc,4,1000
4531933606,2025-10-21T09:12:56,103,815.64,QUOTATION,ea38b7e1-b488-4873-ab04-3066d219b434,3,3000
4522092055,2025-08-02T12:07:28,873,956.86,QUOTATION,8ca5ca23-a910-469b-aec1-73bd31d74ba2,3,2000
4543391834,2025-11-17T03:18:04,87,5555.89,REJECTED,00a417fb-f2b9-4bb8-90c0-0787c3f2e3c7,2,4000
4522623530,2025-08-21T03:56:45,562,8281.93,QUOTATION,eb8e5632-45d0-47e9-bcc0-ee76bf030643,3,1000
4562916007,2025-10-04T05:00:52,673,6412.08,REJECTED,0439439c-8945-42c4-b079-5340d85df97c,4,4000
4577738580,2025-06-18T01:26:56,735,3046.61,WAITING,00a417fb-f2b9-4bb8-90c0-0787c3f2e3c7,3,2000
4581127540,2025-07-08T04:03:00,656,7553.21,QUOTATION,791660af-f0db-4fbd-a3a4-86bd38182556,1,3000
4504054423,2025-11-07T14:00:36,981,8793.76,APPROVED,a4926703-442b-4179-808a-04de7d4e1015,5,3000
4577188164,2025-10-25T06:18:17,226,3220.55,REJECTED,74d238f7-61d4-41c6-9d51-b05f2eddcb36,4,4000
4537367278,2025-09-16T13:15:56,393,11.05,WAITING,fe53d2be-049c-47fa-871a-c4a8b1a10e40,5,2000
4566835577,2025-09-28T16:10:31,665,2174.52,WAITING,0439439c-8945-42c4-b079-5340d85df97c,1,1000
4548017601,2025-06-07T02:26:33,599,6366.3,REJECTED,134244b2-90f7-4d62-8488-d71e29828266,2,4000
4584360725,2025-10-12T04:02:59,477,5484.53,QUOTATION,b0154cbb-c693-4062-88b9-a8acf4402b56,1,3000
4550281476,2025-07-22T06:11:41,112,6082.7,APPROVED,71b893be-0a75-41a7-9a52-bcdb771cc5ec,3,1000
4579581027,2025-08-09T17:43:50,485,3931.98,APPROVED,3341d7ea-5bed-42e4-82c2-18d0adfbcdf1,3,3000
4568498822,2025-06-25T17:51:11,948,7476.75,QUOTATION,a9da22e7-f42f-4428-9083-96395b7a7e9a,4,1000
4533960999,2025-09-05T23:26:35,426,7255.87,WAITING,408c4fe5-9066-4997-8f1c-ad8daae4b1f6,3,1000
4588064707,2025-06-01T13:39:48,346,3746.22,QUOTATION,9ec93c76-9578-4947-a5ca-def516b026cb,1,4000
4599224736,2025-09-19T14:57:42,841,6628.96,WAITING,408c4fe5-9066-4997-8f1c-ad8daae4b1f6,4,3000
4584224905,2025-11-05T15:47:01,898,95.74,APPROVED,f6dd041e-f994-407c-9a1b-2ee8a39b9b25,4,2000
4578414360,2025-06-18T06:38:32,297,9116.3,WAITING,a4926703-442b-4179-808a-04de7d4e1015,5,1000
4504869732,2025-06-06T00:36:07,584,8469.92,REJECTED,31ac60a6-1bc1-442c-ae10-4a420f770538,1,4000
4571873022,2025-11-26T18:03:19,242,7627.99,REJECTED,e069016d-d217-4fbc-b438-1e8790b731fb,4,2000
4580556049,2025-11-27T22:09:37,415,8003.86,WAITING,4029508a-afa4-4faf-b175-4bb65b8a4dbb,3,1000
4555994379,2025-08-10T09:38:15,273,1591.05,WAITING,ea38b7e1-b488-4873-ab04-3066d219b434,3,4000
4504477091,2025-07-07T18:28:42,426,2116.4,REJECTED,a4926703-442b-4179-808a-04de7d4e1015,1,4000
4592324225,2025-09-01T04:42:07,10,7444.33,WAITING,da731710-48f7-4c02-8dd6-917ff4c62e3b,3,4000
4578702653,2025-08-26T16:32:29,710,9258.64,QUOTATION,fcc9df1e-2761-4b55-8f60-015b21066d78,2,4000
4577283498,2025-10-04T06:29:43,920,1708.31,QUOTATION,a9da22e7-f42f-4428-9083-96395b7a7e9a,3,4000
4555610119,2025-07-17T07:00:49,995,6076.78,QUOTATION,e7ba4d18-37bf-472c-9d3a-7756c21a55c9,2,1000
4524916463,2025-06-06T02:28:59,27,9103.67,REJECTED,9c7454a7-b80c-4d19-b841-4c0343b75add,2,4000
4582095864,2025-08-15T15:06:10,840,3744.02,REJECTED,791660af-f0db-4fbd-a3a4-86bd38182556,3,1000
4562287205,2025-10-01T23:16:41,670,3563.42,APPROVED,cea90057-5542-4a9f-8ad8-2fa263b39b7b,2,4000
4568077665,2025-09-07T11:38:09,879,9560.88,QUOTATION,ba5b8587-5d45-44ac-9e4e-16cb4b3afecc,4,1000
4524880500,2025-08-14T04:13:54,916,8594.26,WAITING,d5b6a98e-464a-4e85-ad1c-7fd6be7df835,2,3000
4559727689,2025-10-25T00:41:53,456,9406.96,WAITING,d5b6a98e-464a-4e85-ad1c-7fd6be7df835,2,4000
4529421391,2025-10-21T20:27:55,654,9602.99,WAITING,384bae62-8ba8-4cac-b8ad-3df4e68bcafa,3,4000
4554399560,2025-08-20T23:51:39,942,2367.98,APPROVED,ba3d4978-80db-4a12-9f06-e4c698936184,4,3000
4564909654,2025-08-17T14:46:28,893,6502.28,REJECTED,ce1eeb99-74a8-4547-b95c-345102c07d21,2,1000
4587068566,2025-08-10T16:39:02,836,64.26,REJECTED,41f3b33b-8871-42fd-90d5-1d1d9f2d5aed,5,2000
4562495887,2025-09-11T16:25:24,517,4087.97,QUOTATION,bf599d91-442c-4e09-b5ae-b9f08a417d11,3,3000
4541451191,2025-06-03T20:26:33,182,354.52,APPROVED,fe53d2be-049c-47fa-871a-c4a8b1a10e40,5,1000
4503978465,2025-07-05T07:42:57,888,7922.67,APPROVED,0439439c-8945-42c4-b079-5340d85df97c,2,1000
4565241509,2025-08-12T00:08:12,517,440.69,APPROVED,a1a6e723-19c6-46fd-a584-917efe27f127,1,4000
4597625929,2025-07-13T14:15:19,541,7136.56,REJECTED,134244b2-90f7-4d62-8488-d71e29828266,1,2000
4552413419,2025-06-07T22:46:48,634,6289.84,APPROVED,fffeaf8f-4b6b-4357-a309-89f4769c36da,5,2000
4521931474,2025-06-21T05:11:45,660,3455.56,WAITING,9a109dc4-7be3-4aec-94bb-ede38f79ae14,1,1000
4512106576,2025-10-09T22:26:56,11,9457.62,APPROVED,975480d4-8c15-44ba-8c55-a9938bdaa2c4,3,1000
4567178003,2025-11-21T04:55:56,132,4300.93,QUOTATION,4a2d279e-2495-496f-80d9-bc5a45e3b6b4,5,3000
4510548217,2025-06-14T09:19:52,740,4869.97,REJECTED,ea38b7e1-b488-4873-ab04-3066d219b434,4,3000
4544813262,2025-06-27T07:33:37,3,5649.95,REJECTED,6cc3c3b9-23fa-4969-8791-af89dedc62c9,5,4000
4565014864,2025-10-12T06:13:34,487,6861.9,QUOTATION,ad64acbd-9045-44ec-9111-f6b3b90cb060,5,4000
4545991532,2025-11-21T21:53:27,124,9877.75,REJECTED,8df0c99e-2745-44ae-94ee-ad79cb114fdb,5,2000
4509145047,2025-06-24T02:19:35,508,8532.9,APPROVED,84aadcf6-499b-4416-9a35-3e546eb39a5c,2,3000
4579042023,2025-07-17T07:26:55,440,3692.19,APPROVED,2cf52c48-a37c-4244-a030-3fe16c443ecd,4,3000
4538605698,2025-11-17T03:30:15,307,9293.14,WAITING,3d3527a9-4ef5-45d5-83c2-4178789f9921,3,1000
4586708727,2025-08-25T00:01:56,304,7703.89,APPROVED,b6bbc970-46d2-4ff4-9c52-80f378cfe8ea,5,1000
4562930754,2025-06-24T02:14:05,229,4305.09,WAITING,a1ad3c2b-45ca-491c-8ef2-a64af7d19e43,1,2000
4528888682,2025-06-16T20:53:09,808,3387.51,APPROVED,daffc87a-fdb5-424e-9155-782c6cd1b731,3,1000
4532875861,2025-06-11T15:26:47,45,6932.05,APPROVED,35672019-b6d1-42b4-b906-8819b248182e,3,2000
4583824020,2025-11-23T02:18:43,523,6346.25,QUOTATION,62117371-6664-4e90-9e4c-e3939789c81a,1,2000
4529541007,2025-06-08T06:04:10,859,9318.16,REJECTED,134244b2-90f7-4d62-8488-d71e29828266,3,3000
4511357938,2025-07-18T06:35:57,617,4388.32,APPROVED,5257f4f1-580e-4eb3-89f9-6cae458e4509,3,3000
4580637879,2025-09-27T10:07:49,383,5839.49,QUOTATION,4a5df305-6d85-4b5a-81ca-b2a776017f8f,3,3000
4549645936,2025-11-04T13:22:34,981,3667.01,WAITING,0c328cd6-def4-4097-8b5d-ef9b4362cfd3,2,3000
4583128492,2025-10-05T11:05:49,208,641.73,APPROVED,cea90057-5542-4a9f-8ad8-2fa263b39b7b,2,4000
4508005791,2025-11-25T16:52:46,662,7888.91,REJECTED,3f3292d8-3056-42da-9ec5-d080c252a223,4,4000
4580730163,2025-06-07T22:24:20,240,9157.97,QUOTATION,f6979cad-3c89-4280-985d-d7f07aaa8c2b,4,4000
4561879341,2025-08-22T21:22:36,589,4602.94,QUOTATION,9ec93c76-9578-4947-a5ca-def516b026cb,4,2000
4561627141,2025-07-15T00:53:55,887,7554.29,APPROVED,134244b2-90f7-4d62-8488-d71e29828266,2,3000
4538716377,2025-08-05T22:11:25,450,7282.24,WAITING,0c328cd6-def4-4097-8b5d-ef9b4362cfd3,5,4000
4527609312,2025-07-11T12:32:04,990,9663.65,WAITING,bcebc30c-15e5-48e2-9c32-c86d886f82a0,1,3000
4541329304,2025-07-09T12:58:23,723,2202.95,QUOTATION,56ae9e46-c0b2-46ca-b51d-5686e00ce4a6,5,2000
4597577660,2025-07-23T23:04:14,367,5577.34,WAITING,b020551c-5fe7-45ea-881a-6fa78332362d,3,4000
4553516264,2025-08-01T13:03:16,749,2319.75,WAITING,62117371-6664-4e90-9e4c-e3939789c81a,3,2000
4546615928,2025-06-25T21:45:44,35,8782.16,QUOTATION,3c65561d-5119-4985-87e7-48965fe9f62c,4,4000
4549855314,2025-10-12T16:15:26,471,1260.49,WAITING,2c7b9d8a-6b92-4a21-a03e-024e434a203d,3,4000
4594889833,2025-07-27T23:58:22,768,4114.8,REJECTED,74d238f7-61d4-41c6-9d51-b05f2eddcb36,4,1000
4592203249,2025-11-20T09:39:20,673,5965.33,APPROVED,834a14f7-cbd7-4220-9587-cd61c93c8253,5,3000
4583722308,2025-10-11T17:34:18,372,7532.62,APPROVED,76fa0c16-dc3a-4a9b-b914-de6a0097f3dc,2,1000
4537075202,2025-06-03T08:56:19,751,6768.41,REJECTED,05767575-2944-4457-9aa7-06e1dae2ae25,1,3000
4570925216,2025-09-20T21:24:20,391,835.95,QUOTATION,5257f4f1-580e-4eb3-89f9-6cae458e4509,5,1000
4582073782,2025-06-02T19:29:22,988,5681.22,APPROVED,de541e55-b7b6-404a-8ce0-a6f1ea925750,1,4000
4551555352,2025-06-03T06:45:16,48,3940.57,QUOTATION,4a5df305-6d85-4b5a-81ca-b2a776017f8f,2,1000
4547268586,2025-08-07T08:14:18,166,3811.49,REJECTED,0c328cd6-def4-4097-8b5d-ef9b4362cfd3,5,4000
4586117444,2025-09-07T18:09:10,325,4292.67,APPROVED,b577718c-a2a9-4f8a-a41c-7cac0d102aab,5,2000
4591569855,2025-06-09T12:58:50,351,895.07,REJECTED,0c328cd6-def4-4097-8b5d-ef9b4362cfd3,2,4000
4550144689,2025-07-27T17:17:40,803,6769.38,APPROVED,b6bbc970-46d2-4ff4-9c52-80f378cfe8ea,4,2000
4569341775,2025-10-21T18:40:26,123,2411.75,APPROVED,3d3527a9-4ef5-45d5-83c2-4178789f9921,5,3000
4544755748,2025-09-22T22:13:36,739,1012.78,APPROVED,0c328cd6-def4-4097-8b5d-ef9b4362cfd3,4,3000
4541791578,2025-10-05T08:38:57,883,166.57,QUOTATION,82ebf1b0-6982-4deb-ac51-c7a6d0a68c5d,2,1000
4552029549,2025-11-15T23:28:34,420,8378.48,APPROVED,3ee51816-f540-45e6-8401-474c5df84e78,4,1000
4587981820,2025-11-22T09:48:02,359,7639.8,REJECTED,4029508a-afa4-4faf-b175-4bb65b8a4dbb,2,2000
4528231788,2025-11-26T07:00:33,764,8728.52,REJECTED,bf599d91-442c-4e09-b5ae-b9f08a417d11,1,1000
4540747272,2025-08-27T03:10:20,240,2162.87,REJECTED,a9da22e7-f42f-4428-9083-96395b7a7e9a,4,3000
4553607264,2025-07-11T17:48:23,943,6129.97,APPROVED,41f3b33b-8871-42fd-90d5-1d1d9f2d5aed,5,1000
4543430992,2025-08-23T11:42:20,523,6393.52,QUOTATION,b020551c-5fe7-45ea-881a-6fa78332362d,3,2000
4512498361,2025-07-03T13:25:35,746,4112.04,WAITING,408c4fe5-9066-4997-8f1c-ad8daae4b1f6,3,1000
4521349277,2025-06-18T18:58:37,203,8047.63,APPROVED,fffeaf8f-4b6b-4357-a309-89f4769c36da,3,3000
4501944233,2025-10-14T00:42:16,142,9557.35,QUOTATION,b0154cbb-c693-4062-88b9-a8acf4402b56,3,3000
4517812463,2025-10-24T18:27:19,213,8183.07,QUOTATION,2c6e3cb9-21cb-4de6-ae38-f117a3cbdfe2,3,1000
4521674578,2025-07-03T05:32:39,236,7047.94,APPROVED,cea90057-5542-4a9f-8ad8-2fa263b39b7b,3,2000
4518779579,2025-10-21T23:43:26,424,2084.45,APPROVED,915bda23-d2b3-4bab-9d3b-0b701beb76fa,4,4000
4540463532,2025-07-21T06:57:44,800,9587.35,WAITING,37bf8863-0046-49cb-a72c-f7e41661214b,2,1000
4551372895,2025-07-07T15:59:44,653,8003.32,APPROVED,3c65561d-5119-4985-87e7-48965fe9f62c,4,3000
4550248334,2025-11-03T05:36:28,477,5608.29,REJECTED,00a417fb-f2b9-4bb8-90c0-0787c3f2e3c7,5,2000
4576902905,2025-09-18T05:16:10,96,821.0,REJECTED,110f8801-eea1-420d-98e6-dd439569747b,4,1000
