request,quantity,value,status,material_id,group_id,classification_id
4531933606,103,815.64,QUOTATION,ea38b7e1-b488-4873-ab04-3066d219b434,3,3000
4522092055,873,956.86,QUOTATION,8ca5ca23-a910-469b-aec1-73bd31d74ba2,3,2000
4543391834,87,5555.89,REJECTED,00a417fb-f2b9-4bb8-90c0-0787c3f2e3c7,2,4000
4522623530,562,8281.93,QUOTATION,eb8e5632-45d0-47e9-bcc0-ee76bf030643,3,1000
4562916007,673,6412.08,REJECTED,0439439c-8945-42c4-b079-5340d85df97c,4,4000
4577738580,735,3046.61,WAITING,00a417fb-f2b9-4bb8-90c0-0787c3f2e3c7,3,2000
4581127540,656,7553.21,QUOTATION,791660af-f0db-4fbd-a3a4-86bd38182556,1,3000
4504054423,981,8793.76,APPROVED,a4926703-442b-4179-808a-04de7d4e1015,5,3000
4577188164,226,3220.55,REJECTED,74d238f7-61d4-41c6-9d51-b05f2eddcb36,4,4000
4537367278,393,11.05,WAITING,fe53d2be-049c-47fa-871a-c4a8b1a10e40,5,2000
4566835577,665,2174.52,WAITING,0439439c-8945-42c4-b079-5340d85df97c,1,1000
4548017601,599,6366.3,REJECTED,134244b2-90f7-4d62-8488-d71e29828266,2,4000
4584360725,477,5484.53,QUOTATION,b0154cbb-c693-4062-88b9-a8acf4402b56,1,3000
4550281476,112,6082.7,APPROVED,71b893be-0a75-41a7-9a52-bcdb771cc5ec,3,1000
4579581027,485,3931.98,APPROVED,3341d7ea-5bed-42e4-82c2-18d0adfbcdf1,3,3000
4568498822,948,7476.75,QUOTATION,a9da22e7-f42f-4428-9083-96395b7a7e9a,4,1000
4533960999,426,7255.87,WAITING,408c4fe5-9066-4997-8f1c-ad8daae4b1f6,3,1000
4588064707,346,3746.22,QUOTATION,9ec93c76-9578-4947-a5ca-def516b026cb,1,4000
4599224736,841,6628.96,WAITING,408c4fe5-9066-4997-8f1c-ad8daae4b1f6,4,3000
4584224905,898,95.74,APPROVED,f6dd041e-f994-407c-9a1b-2ee8a39b9b25,4,2000
4578414360,297,9116.3,WAITING,a4926703-442b-4179-808a-04de7d4e1015,5,1000
4504869732,584,8469.92,REJECTED,31ac60a6-1bc1-442c-ae10-4a420f770538,1,4000
4571873022,242,7627.99,REJECTED,e069016d-d217-4fbc-b438-1e8790b731fb,4,2000
4580556049,415,8003.86,WAITING,4029508a-afa4-4faf-b175-4bb65b8a4dbb,3,1000
4555994379,273,1591.05,WAITING,ea38b7e1-b488-4873-ab04-3066d219b434,3,4000
4504477091,426,2116.4,REJECTED,a4926703-442b-4179-808a-04de7d4e1015,1,4000
4592324225,10,7444.33,WAITING,da731710-48f7-4c02-8dd6-917ff4c62e3b,3,4000
4578702653,710,9258.64,QUOTATION,fcc9df1e-2761-4b55-8f60-015b21066d78,2,4000
4577283498,920,1708.31,QUOTATION,a9da22e7-f42f-4428-9083-96395b7a7e9a,3,4000
4555610119,995,6076.78,QUOTATION,e7ba4d18-37bf-472c-9d3a-7756c21a55c9,2,1000
4524916463,27,9103.67,REJECTED,9c7454a7-b80c-4d19-b841-4c0343b75add,2,4000
4582095864,840,3744.02,REJECTED,791660af-f0db-4fbd-a3a4-86bd38182556,3,1000
4562287205,670,3563.42,APPROVED,cea90057-5542-4a9f-8ad8-2fa263b39b7b,2,4000
4568077665,879,9560.88,QUOTATION,ba5b8587-5d45-44ac-9e4e-16cb4b3afecc,4,1000
4524880500,916,8594.26,WAITING,d5b6a98e-464a-4e85-ad1c-7fd6be7df835,2,3000
4559727689,456,9406.96,WAITING,d5b6a98e-464a-4e85-ad1c-7fd6be7df835,2,4000
4529421391,654,9602.99,WAITING,384bae62-8ba8-4cac-b8ad-3df4e68bcafa,3,4000
4554399560,942,2367.98,APPROVED,ba3d4978-80db-4a12-9f06-e4c698936184,4,3000
4564909654,893,6502.28,REJECTED,ce1eeb99-74a8-4547-b95c-345102c07d21,2,1000
4587068566,836,64.26,REJECTED,41f3b33b-8871-42fd-90d5-1d1d9f2d5aed,5,2000
4562495887,517,4087.97,QUOTATION,bf599d91-442c-4e09-b5ae-b9f08a417d11,3,3000
4541451191,182,354.52,APPROVED,fe53d2be-049c-47fa-871a-c4a8b1a10e40,5,1000
4503978465,888,7922.67,APPROVED,0439439c-8945-42c4-b079-5340d85df97c,2,1000
4565241509,517,440.69,APPROVED,a1a6e723-19c6-46fd-a584-917efe27f127,1,4000
4597625929,541,7136.56,REJECTED,134244b2-90f7-4d62-8488-d71e29828266,1,2000
4552413419,634,6289.84,APPROVED,fffeaf8f-4b6b-4357-a309-89f4769c36da,5,2000
4521931474,660,3455.56,WAITING,9a109dc4-7be3-4aec-94bb-ede38f79ae14,1,1000
4512106576,11,9457.62,APPROVED,975480d4-8c15-44ba-8c55-a9938bdaa2c4,3,1000
4567178003,132,4300.93,QUOTATION,4a2d279e-2495-496f-80d9-bc5a45e3b6b4,5,3000
4510548217,740,4869.97,REJECTED,ea38b7e1-b488-4873-ab04-3066d219b434,4,3000
4544813262,3,5649.95,REJECTED,6cc3c3b9-23fa-4969-8791-af89dedc62c9,5,4000
4565014864,487,6861.9,QUOTATION,ad64acbd-9045-44ec-9111-f6b3b90cb060,5,4000
4545991532,124,9877.75,REJECTED,8df0c99e-2745-44ae-94ee-ad79cb114fdb,5,2000
4509145047,508,8532.9,APPROVED,84aadcf6-499b-4416-9a35-3e546eb39a5c,2,3000
4579042023,440,3692.19,APPROVED,2cf52c48-a37c-4244-a030-3fe16c443ecd,4,3000
4538605698,307,9293.14,WAITING,3d3527a9-4ef5-45d5-83c2-4178789f9921,3,1000
4586708727,304,7703.89,APPROVED,b6bbc970-46d2-4ff4-9c52-80f378cfe8ea,5,1000
4562930754,229,4305.09,WAITING,a1ad3c2b-45ca-491c-8ef2-a64af7d19e43,1,2000
4528888682,808,3387.51,APPROVED,daffc87a-fdb5-424e-9155-782c6cd1b731,3,1000
4532875861,45,6932.05,APPROVED,35672019-b6d1-42b4-b906-8819b248182e,3,2000
4583824020,523,6346.25,QUOTATION,62117371-6664-4e90-9e4c-e3939789c81a,1,2000
4529541007,859,9318.16,REJECTED,134244b2-90f7-4d62-8488-d71e29828266,3,3000
4511357938,617,4388.32,APPROVED,5257f4f1-580e-4eb3-89f9-6cae458e4509,3,3000
4580637879,383,5839.49,QUOTATION,4a5df305-6d85-4b5a-81ca-b2a776017f8f,3,3000
4549645936,981,3667.01,WAITING,0c328cd6-def4-4097-8b5d-ef9b4362cfd3,2,3000
4583128492,208,641.73,APPROVED,cea90057-5542-4a9f-8ad8-2fa263b39b7b,2,4000
4508005791,662,7888.91,REJECTED,3f3292d8-3056-42da-9ec5-d080c252a223,4,4000
4580730163,240,9157.97,QUOTATION,f6979cad-3c89-4280-985d-d7f07aaa8c2b,4,4000
4561879341,589,4602.94,QUOTATION,9ec93c76-9578-4947-a5ca-def516b026cb,4,2000
4561627141,887,7554.29,APPROVED,134244b2-90f7-4d62-8488-d71e29828266,2,3000
4538716377,450,7282.24,WAITING,0c328cd6-def4-4097-8b5d-ef9b4362cfd3,5,4000
4527609312,990,9663.65,WAITING,bcebc30c-15e5-48e2-9c32-c86d886f82a0,1,3000
4541329304,723,2202.95,QUOTATION,56ae9e46-c0b2-46ca-b51d-5686e00ce4a6,5,2000
4597577660,367,5577.34,WAITING,b020551c-5fe7-45ea-881a-6fa78332362d,3,4000
4553516264,749,2319.75,WAITING,62117371-6664-4e90-9e4c-e3939789c81a,3,2000
4546615928,35,8782.16,QUOTATION,3c65561d-5119-4985-87e7-48965fe9f62c,4,4000
4549855314,471,1260.49,WAITING,2c7b9d8a-6b92-4a21-a03e-024e434a203d,3,4000
4594889833,768,4114.8,REJECTED,74d238f7-61d4-41c6-9d51-b05f2eddcb36,4,1000
4592203249,673,5965.33,APPROVED,834a14f7-cbd7-4220-9587-cd61c93c8253,5,3000
4583722308,372,7532.62,APPROVED,76fa0c16-dc3a-4a9b-b914-de6a0097f3dc,2,1000
4537075202,751,6768.41,REJECTED,05767575-2944-4457-9aa7-06e1dae2ae25,1,3000
4570925216,391,835.95,QUOTATION,5257f4f1-580e-4eb3-89f9-6cae458e4509,5,1000
4582073782,988,5681.22,APPROVED,de541e55-b7b6-404a-8ce0-a6f1ea925750,1,4000
4551555352,48,3940.57,QUOTATION,4a5df305-6d85-4b5a-81ca-b2a776017f8f,2,1000
4547268586,166,3811.49,REJECTED,0c328cd6-def4-4097-8b5d-ef9b4362cfd3,5,4000
4586117444,325,4292.67,APPROVED,b577718c-a2a9-4f8a-a41c-7cac0d102aab,5,2000
4591569855,351,895.07,REJECTED,0c328cd6-def4-4097-8b5d-ef9b4362cfd3,2,4000
4550144689,803,6769.38,APPROVED,b6bbc970-46d2-4ff4-9c52-80f378cfe8ea,4,2000
4569341775,123,2411.75,APPROVED,3d3527a9-4ef5-45d5-83c2-4178789f9921,5,3000
4544755748,739,1012.78,APPROVED,0c328cd6-def4-4097-8b5d-ef9b4362cfd3,4,3000
4541791578,883,166.57,QUOTATION,82ebf1b0-6982-4deb-ac51-c7a6d0a68c5d,2,1000
4552029549,420,8378.48,APPROVED,3ee51816-f540-45e6-8401-474c5df84e78,4,1000
4587981820,359,7639.8,REJECTED,4029508a-afa4-4faf-b175-4bb65b8a4dbb,2,2000
4528231788,764,8728.52,REJECTED,bf599d91-442c-4e09-b5ae-b9f08a417d11,1,1000
4540747272,240,2162.87,REJECTED,a9da22e7-f42f-4428-9083-96395b7a7e9a,4,3000
4553607264,943,6129.97,APPROVED,41f3b33b-8871-42fd-90d5-1d1d9f2d5aed,5,1000
4543430992,523,6393.52,QUOTATION,b020551c-5fe7-45ea-881a-6fa78332362d,3,2000
4512498361,746,4112.04,WAITING,408c4fe5-9066-4997-8f1c-ad8daae4b1f6,3,1000
4521349277,203,8047.63,APPROVED,fffeaf8f-4b6b-4357-a309-89f4769c36da,3,3000
4501944233,142,9557.35,QUOTATION,b0154cbb-c693-4062-88b9-a8acf4402b56,3,3000
4517812463,213,8183.07,QUOTATION,2c6e3cb9-21cb-4de6-ae38-f117a3cbdfe2,3,1000
4521674578,236,7047.94,APPROVED,cea90057-5542-4a9f-8ad8-2fa263b39b7b,3,2000
4518779579,424,2084.45,APPROVED,915bda23-d2b3-4bab-9d3b-0b701beb76fa,4,4000
4540463532,800,9587.35,WAITING,37bf8863-0046-49cb-a72c-f7e41661214b,2,1000
4551372895,653,8003.32,APPROVED,3c65561d-5119-4985-87e7-48965fe9f62c,4,3000
4550248334,477,5608.29,REJECTED,00a417fb-f2b9-4bb8-90c0-0787c3f2e3c7,5,2000
4576902905,96,821.0,REJECTED,110f8801-eea1-420d-98e6-dd439569747b,4,1000
4512211565,735,2460.55,REJECTED,8df0c99e-2745-44ae-94ee-ad79cb114fdb,3,1000
4535978721,64,2082.23,QUOTATION,cea90057-5542-4a9f-8ad8-2fa263b39b7b,4,1000
4584226276,500,3455.26,QUOTATION,9fc109ea-2585-4c23-9329-2ccda2d964eb,3,4000
4511510824,852,2828.0,QUOTATION,134244b2-90f7-4d62-8488-d71e29828266,5,4000
4539491343,163,5132.98,WAITING,a4926703-442b-4179-808a-04de7d4e1015,4,4000
4524871969,356,2637.75,WAITING,134244b2-90f7-4d62-8488-d71e29828266,4,3000
4567615438,261,8864.58,QUOTATION,cea90057-5542-4a9f-8ad8-2fa263b39b7b,3,3000
4530074287,542,9067.61,WAITING,f6dd041e-f994-407c-9a1b-2ee8a39b9b25,3,4000
4510300587,496,3532.15,WAITING,cf11fe2a-443a-44e9-96b0-e6b91ddfa87d,3,4000
4596968101,213,9819.53,WAITING,84aadcf6-499b-4416-9a35-3e546eb39a5c,2,2000
4526732513,915,4371.68,APPROVED,d5b6a98e-464a-4e85-ad1c-7fd6be7df835,1,3000
4520765755,84,8495.89,QUOTATION,0a58bce2-1697-4c89-b568-ae280f33f982,2,2000
4532429634,784,5782.36,APPROVED,2c6e3cb9-21cb-4de6-ae38-f117a3cbdfe2,4,1000
4525224710,859,4934.48,WAITING,2c6e3cb9-21cb-4de6-ae38-f117a3cbdfe2,1,2000
4513894030,941,469.0,REJECTED,0439439c-8945-42c4-b079-5340d85df97c,5,3000
4573596024,133,2223.36,APPROVED,c40f8a37-9024-4fcd-80a6-7917301ba6bd,3,4000
4553414369,948,714.31,WAITING,3341d7ea-5bed-42e4-82c2-18d0adfbcdf1,1,2000
4526861486,389,8266.42,APPROVED,6c55f239-a4f0-4edd-afe8-02d129db9eda,1,3000
4555497238,340,6725.54,REJECTED,3f3292d8-3056-42da-9ec5-d080c252a223,1,4000
4590433200,302,690.08,REJECTED,4a2d279e-2495-496f-80d9-bc5a45e3b6b4,4,1000
4568106728,420,7592.17,QUOTATION,611eefb3-ef38-4a2e-831a-15aff1dde8f8,5,1000
4587218967,433,8136.51,APPROVED,bcebc30c-15e5-48e2-9c32-c86d886f82a0,3,2000
4525694963,905,5626.77,WAITING,d5b6a98e-464a-4e85-ad1c-7fd6be7df835,2,1000
4505694737,832,767.3,WAITING,37bf8863-0046-49cb-a72c-f7e41661214b,3,4000
4529584448,223,613.2,REJECTED,00a417fb-f2b9-4bb8-90c0-0787c3f2e3c7,5,1000
4508096250,441,8933.1,QUOTATION,651e8d5b-8636-4635-a934-6f9427d506b8,5,1000
4534228137,767,9721.99,REJECTED,a1ad3c2b-45ca-491c-8ef2-a64af7d19e43,3,4000
4551212423,24,7596.29,REJECTED,bf599d91-442c-4e09-b5ae-b9f08a417d11,5,2000
4510349882,588,2759.28,REJECTED,2cf52c48-a37c-4244-a030-3fe16c443ecd,4,4000
4567132423,147,6103.82,REJECTED,915bda23-d2b3-4bab-9d3b-0b701beb76fa,2,4000
4592198605,40,8777.44,APPROVED,a1ad3c2b-45ca-491c-8ef2-a64af7d19e43,2,1000
4578346084,121,8015.3,REJECTED,3d3527a9-4ef5-45d5-83c2-4178789f9921,5,2000
4540043087,354,7963.36,REJECTED,71b893be-0a75-41a7-9a52-bcdb771cc5ec,3,4000
4574137572,438,6393.28,QUOTATION,fffeaf8f-4b6b-4357-a309-89f4769c36da,5,3000
4508507635,810,7088.22,QUOTATION,d4dbba0a-2b26-4233-9017-bb25b2e860f3,1,2000
4508864006,819,8706.22,QUOTATION,68681084-7b12-4fd9-9704-7da3802cb451,5,1000
4572739358,546,5899.26,WAITING,cf11fe2a-443a-44e9-96b0-e6b91ddfa87d,3,1000
4520494761,473,4131.21,WAITING,76fa0c16-dc3a-4a9b-b914-de6a0097f3dc,2,4000
4591248853,932,8679.05,QUOTATION,4a5df305-6d85-4b5a-81ca-b2a776017f8f,2,2000
4591606418,386,7994.9,REJECTED,76fa0c16-dc3a-4a9b-b914-de6a0097f3dc,3,4000
4542703713,983,4070.09,REJECTED,32149af9-a4f0-4e80-a73d-490a9faef06f,1,4000
4512721355,69,3385.01,APPROVED,ebfe58ef-0dee-41d8-859e-ae2bff66e7fc,2,4000
4593890328,826,8038.01,QUOTATION,0e752cfe-75ff-427d-8214-57710b509b33,3,2000
4563706470,496,9096.66,APPROVED,ad64acbd-9045-44ec-9111-f6b3b90cb060,1,3000
4545224823,291,4234.92,REJECTED,15ddc72a-7103-4a88-a951-49c5aa75affd,3,2000
4558291283,543,9152.35,QUOTATION,3c65561d-5119-4985-87e7-48965fe9f62c,2,3000
4591463046,106,8169.36,QUOTATION,ad64acbd-9045-44ec-9111-f6b3b90cb060,2,3000
4515191080,986,1718.17,WAITING,408c4fe5-9066-4997-8f1c-ad8daae4b1f6,5,2000
4593069952,200,6353.18,APPROVED,ba5b8587-5d45-44ac-9e4e-16cb4b3afecc,4,4000
4558274219,140,8612.35,REJECTED,ad64acbd-9045-44ec-9111-f6b3b90cb060,1,1000
4589047066,631,7925.62,QUOTATION,a1ad3c2b-45ca-491c-8ef2-a64af7d19e43,5,3000
4597230581,391,6250.99,QUOTATION,611eefb3-ef38-4a2e-831a-15aff1dde8f8,5,2000
4500131947,148,3842.44,REJECTED,d5b6a98e-464a-4e85-ad1c-7fd6be7df835,2,2000
4599290404,529,8776.0,WAITING,9c7454a7-b80c-4d19-b841-4c0343b75add,2,4000
4519156591,518,5430.36,WAITING,651e8d5b-8636-4635-a934-6f9427d506b8,1,3000
4509516169,575,3028.92,QUOTATION,01bb5e4b-33d3-4db2-85a2-499f5c9e31b4,1,2000
4545976907,211,3061.24,REJECTED,0f7e95f4-4fb9-4987-a1e1-5264880e721e,1,2000
